side	eta	eta_r	phi	dphi	depth	det	rbx	sector	rm	pixel	qie	adc	rm_fi	fi_ch	let_code	crate	block_coupler	htr	fpga	htr_fi	dcc_sl	spigo	dcc	fedid	QIEId	index	oSLBmap	htr_ch	index	oSLB_link	oSLBbit	CSL_i	TwinMux	TwinMux_link	TwinMux_bit	ring	HO label	TwinMux label	old HO label
-1	14	-14	45	1	4	HO	HO2M08	8	3	6	2	1	4	1	J	6	9.11	14	top	2	20	2	2	729	101410	189	18	28	892	1	4	367	YB-2_S8	6	4	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	14	-14	46	1	4	HO	HO2M08	8	3	2	2	2	4	2	Q	6	9.11	14	top	2	20	2	2	729	101410	190	18	29	893	1	5	367	YB-2_S8	6	5	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	13	-13	45	1	4	HO	HO2M08	8	3	9	2	4	5	0	K	6	9.1	14	top	3	20	2	2	729	101410	261	18	30	894	1	7	367	YB-2_S8	6	7	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	13	-13	46	1	4	HO	HO2M08	8	3	13	2	5	5	1	R	6	9.1	14	top	3	20	2	2	729	101410	262	18	31	895	1	8	367	YB-2_S8	6	8	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	13	-13	44	1	4	HO	HO2M08	8	3	5	2	3	5	2	D	6	9.1	14	top	3	20	2	2	729	101410	260	18	32	896	1	6	367	YB-2_S8	6	6	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	12	-12	44	1	4	HO	HO2M08	8	3	12	1	0	2	0	E	6	9.09	14	top	4	20	2	2	729	101482	332	18	33	897	1	9	367	YB-2_S8	6	9	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	12	-12	45	1	4	HO	HO2M08	8	3	7	1	1	2	1	L	6	9.09	14	top	4	20	2	2	729	101482	333	18	34	898	1	10	367	YB-2_S8	6	10	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	12	-12	46	1	4	HO	HO2M08	8	3	3	1	2	2	2	S	6	9.09	14	top	4	20	2	2	729	101482	334	18	35	899	1	11	367	YB-2_S8	6	11	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	11	-11	45	1	4	HO	HO2M08	8	3	4	1	4	3	0	M	6	8.12	14	top	5	20	2	2	729	101482	405	18	36	900	1	13	367	YB-2_S8	6	13	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	11	-11	46	1	4	HO	HO2M08	8	3	8	1	5	3	1	T	6	8.12	14	top	5	20	2	2	729	101482	406	18	37	901	1	14	367	YB-2_S8	6	14	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
-1	11	-11	44	1	4	HO	HO2M08	8	3	1	1	3	3	2	F	6	8.12	14	top	5	20	2	2	729	101482	404	18	38	902	1	12	367	YB-2_S8	6	12	-2	S2F04_CR06_HTR14_Slot-t	RPC_YB-2_S8_Fib6_HO_CR06_HTR14_Slot-t	HO_S8_Hn4
1	15	15	51	1	4	HO	HO2P10	9	4	15	3	4	7	0	H	6	10.05	15	top	1	20	4	2	729	101623	2283	18	24	888	1	1	370	YB+2_S9	6	1	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	15	15	50	1	4	HO	HO2P10	9	4	14	3	5	7	1	P	6	10.05	15	top	1	20	4	2	729	101623	2282	18	25	889	1	2	370	YB+2_S9	6	2	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	15	15	52	1	4	HO	HO2P10	9	4	16	3	3	7	2	B	6	10.05	15	top	1	20	4	2	729	101623	2284	18	26	890	1	0	370	YB+2_S9	6	0	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	14	14	52	1	4	HO	HO2P10	9	4	11	2	0	4	0	C	6	10.06	15	top	2	20	4	2	729	101621	2212	18	27	891	1	3	370	YB+2_S9	6	3	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	14	14	51	1	4	HO	HO2P10	9	4	6	2	1	4	1	J	6	10.06	15	top	2	20	4	2	729	101621	2211	18	28	892	1	4	370	YB+2_S9	6	4	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	14	14	50	1	4	HO	HO2P10	9	4	2	2	2	4	2	Q	6	10.06	15	top	2	20	4	2	729	101621	2210	18	29	893	1	5	370	YB+2_S9	6	5	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	13	13	51	1	4	HO	HO2P10	9	4	9	2	4	5	0	K	6	10.07	15	top	3	20	4	2	729	101621	2139	18	30	894	1	7	370	YB+2_S9	6	7	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	13	13	50	1	4	HO	HO2P10	9	4	13	2	5	5	1	R	6	10.07	15	top	3	20	4	2	729	101621	2138	18	31	895	1	8	370	YB+2_S9	6	8	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	13	13	52	1	4	HO	HO2P10	9	4	5	2	3	5	2	D	6	10.07	15	top	3	20	4	2	729	101621	2140	18	32	896	1	6	370	YB+2_S9	6	6	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	12	12	52	1	4	HO	HO2P10	9	4	12	1	0	2	0	E	6	10.08	15	top	4	20	4	2	729	101263	2068	18	33	897	1	9	370	YB+2_S9	6	9	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	12	12	51	1	4	HO	HO2P10	9	4	7	1	1	2	1	L	6	10.08	15	top	4	20	4	2	729	101263	2067	18	34	898	1	10	370	YB+2_S9	6	10	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	12	12	50	1	4	HO	HO2P10	9	4	3	1	2	2	2	S	6	10.08	15	top	4	20	4	2	729	101263	2066	18	35	899	1	11	370	YB+2_S9	6	11	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	11	11	51	1	4	HO	HO2P10	9	4	4	1	4	3	0	M	6	11.05	15	top	5	20	4	2	729	101263	1995	18	36	900	1	13	370	YB+2_S9	6	13	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	11	11	50	1	4	HO	HO2P10	9	4	8	1	5	3	1	T	6	11.05	15	top	5	20	4	2	729	101263	1994	18	37	901	1	14	370	YB+2_S9	6	14	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	11	11	52	1	4	HO	HO2P10	9	4	1	1	3	3	2	F	6	11.05	15	top	5	20	4	2	729	101263	1996	18	38	902	1	12	370	YB+2_S9	6	12	2	S2F04_CR06_HTR15_Slot-t	RPC_YB+2_S9_Fib6_HO_CR06_HTR15_Slot-t	HO_S9_Hn1
1	7	7	48	1	4	HO	HO1P10	9	2	9	2	4	5	0	K	6	12.09	16	bot	1	20	7	2	729	101081	1704	16	0	768	1	10	373	YB+1_S9	6	10	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	7	7	47	1	4	HO	HO1P10	9	2	13	2	5	5	1	R	6	12.09	16	bot	1	20	7	2	729	101081	1703	16	1	769	1	11	373	YB+1_S9	6	11	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	7	7	49	1	4	HO	HO1P10	9	2	5	2	3	5	2	D	6	12.09	16	bot	1	20	7	2	729	101081	1705	16	2	770	1	9	373	YB+1_S9	6	9	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	49	1	4	HO	HO1P10	9	2	12	1	0	2	0	E	6	12.1	16	bot	2	20	7	2	729	101087	1633	16	3	771	1	12	373	YB+1_S9	6	12	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	48	1	4	HO	HO1P10	9	2	7	1	1	2	1	L	6	12.1	16	bot	2	20	7	2	729	101087	1632	16	4	772	1	13	373	YB+1_S9	6	13	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	47	1	4	HO	HO1P10	9	2	3	1	2	2	2	S	6	12.1	16	bot	2	20	7	2	729	101087	1631	16	5	773	1	14	373	YB+1_S9	6	14	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	48	1	4	HO	HO1P10	9	2	4	1	4	3	0	M	6	12.11	16	bot	3	20	7	2	729	101087	1560	16	6	774	1	16	373	YB+1_S9	6	16	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	47	1	4	HO	HO1P10	9	2	8	1	5	3	1	T	6	12.11	16	bot	3	20	7	2	729	101087	1559	16	7	775	1	17	373	YB+1_S9	6	17	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	49	1	4	HO	HO1P10	9	2	1	1	3	3	2	F	6	12.11	16	bot	3	20	7	2	729	101087	1561	16	8	776	1	15	373	YB+1_S9	6	15	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	7	7	51	1	4	HO	HO1P10	9	4	9	2	4	5	0	K	6	12.05	16	top	1	20	6	2	729	101348	1707	16	24	792	1	1	373	YB+1_S9	6	1	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	7	7	50	1	4	HO	HO1P10	9	4	13	2	5	5	1	R	6	12.05	16	top	1	20	6	2	729	101348	1706	16	25	793	1	2	373	YB+1_S9	6	2	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	7	7	52	1	4	HO	HO1P10	9	4	5	2	3	5	2	D	6	12.05	16	top	1	20	6	2	729	101348	1708	16	26	794	1	0	373	YB+1_S9	6	0	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	52	1	4	HO	HO1P10	9	4	12	1	0	2	0	E	6	12.06	16	top	2	20	6	2	729	101600	1636	16	27	795	1	3	373	YB+1_S9	6	3	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	51	1	4	HO	HO1P10	9	4	7	1	1	2	1	L	6	12.06	16	top	2	20	6	2	729	101600	1635	16	28	796	1	4	373	YB+1_S9	6	4	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	6	6	50	1	4	HO	HO1P10	9	4	3	1	2	2	2	S	6	12.06	16	top	2	20	6	2	729	101600	1634	16	29	797	1	5	373	YB+1_S9	6	5	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	51	1	4	HO	HO1P10	9	4	4	1	4	3	0	M	6	12.07	16	top	3	20	6	2	729	101600	1563	16	30	798	1	7	373	YB+1_S9	6	7	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	50	1	4	HO	HO1P10	9	4	8	1	5	3	1	T	6	12.07	16	top	3	20	6	2	729	101600	1562	16	31	799	1	8	373	YB+1_S9	6	8	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
1	5	5	52	1	4	HO	HO1P10	9	4	1	1	3	3	2	F	6	12.07	16	top	3	20	6	2	729	101600	1564	16	32	800	1	6	373	YB+1_S9	6	6	1	S2F04_CR06_HTR16_Slot-t	RPC_YB+1_S9_Fib6_HO_CR06_HTR16_Slot-t	HO_S9_Hn2
-1	7	-7	48	1	4	HO	HO1M10	9	2	9	2	4	5	0	K	6	15.09	17	bot	1	20	9	2	729	101059	696	17	0	816	1	10	376	YB-1_S9	6	10	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	7	-7	47	1	4	HO	HO1M10	9	2	13	2	5	5	1	R	6	15.09	17	bot	1	20	9	2	729	101059	695	17	1	817	1	11	376	YB-1_S9	6	11	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	7	-7	49	1	4	HO	HO1M10	9	2	5	2	3	5	2	D	6	15.09	17	bot	1	20	9	2	729	101059	697	17	2	818	1	9	376	YB-1_S9	6	9	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	49	1	4	HO	HO1M10	9	2	12	1	0	2	0	E	6	15.1	17	bot	2	20	9	2	729	101063	769	17	3	819	1	12	376	YB-1_S9	6	12	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	48	1	4	HO	HO1M10	9	2	7	1	1	2	1	L	6	15.1	17	bot	2	20	9	2	729	101063	768	17	4	820	1	13	376	YB-1_S9	6	13	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	47	1	4	HO	HO1M10	9	2	3	1	2	2	2	S	6	15.1	17	bot	2	20	9	2	729	101063	767	17	5	821	1	14	376	YB-1_S9	6	14	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	48	1	4	HO	HO1M10	9	2	4	1	4	3	0	M	6	15.11	17	bot	3	20	9	2	729	101063	840	17	6	822	1	16	376	YB-1_S9	6	16	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	47	1	4	HO	HO1M10	9	2	8	1	5	3	1	T	6	15.11	17	bot	3	20	9	2	729	101063	839	17	7	823	1	17	376	YB-1_S9	6	17	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	49	1	4	HO	HO1M10	9	2	1	1	3	3	2	F	6	15.11	17	bot	3	20	9	2	729	101063	841	17	8	824	1	15	376	YB-1_S9	6	15	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	7	-7	51	1	4	HO	HO1M10	9	4	9	2	4	5	0	K	6	15.05	17	top	1	20	8	2	729	101617	699	17	24	840	1	1	376	YB-1_S9	6	1	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	7	-7	50	1	4	HO	HO1M10	9	4	13	2	5	5	1	R	6	15.05	17	top	1	20	8	2	729	101617	698	17	25	841	1	2	376	YB-1_S9	6	2	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	7	-7	52	1	4	HO	HO1M10	9	4	5	2	3	5	2	D	6	15.05	17	top	1	20	8	2	729	101617	700	17	26	842	1	0	376	YB-1_S9	6	0	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	52	1	4	HO	HO1M10	9	4	12	1	0	2	0	E	6	15.06	17	top	2	20	8	2	729	101615	772	17	27	843	1	3	376	YB-1_S9	6	3	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	51	1	4	HO	HO1M10	9	4	7	1	1	2	1	L	6	15.06	17	top	2	20	8	2	729	101615	771	17	28	844	1	4	376	YB-1_S9	6	4	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	6	-6	50	1	4	HO	HO1M10	9	4	3	1	2	2	2	S	6	15.06	17	top	2	20	8	2	729	101615	770	17	29	845	1	5	376	YB-1_S9	6	5	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	51	1	4	HO	HO1M10	9	4	4	1	4	3	0	M	6	15.07	17	top	3	20	8	2	729	101615	843	17	30	846	1	7	376	YB-1_S9	6	7	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	50	1	4	HO	HO1M10	9	4	8	1	5	3	1	T	6	15.07	17	top	3	20	8	2	729	101615	842	17	31	847	1	8	376	YB-1_S9	6	8	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	5	-5	52	1	4	HO	HO1M10	9	4	1	1	3	3	2	F	6	15.07	17	top	3	20	8	2	729	101615	844	17	32	848	1	6	376	YB-1_S9	6	6	-1	S2F04_CR06_HTR17_Slot-t	RPC_YB-1_S9_Fib6_HO_CR06_HTR17_Slot-t	HO_S9_Hn3
-1	15	-15	51	1	4	HO	HO2M10	9	2	15	3	4	7	0	H	6	18.08	18	top	1	20	10	2	729	101353	123	18	24	888	1	1	379	YB-2_S9	6	1	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	15	-15	50	1	4	HO	HO2M10	9	2	14	3	5	7	1	P	6	18.08	18	top	1	20	10	2	729	101353	122	18	25	889	1	2	379	YB-2_S9	6	2	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	15	-15	52	1	4	HO	HO2M10	9	2	16	3	3	7	2	B	6	18.08	18	top	1	20	10	2	729	101353	124	18	26	890	1	0	379	YB-2_S9	6	0	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	14	-14	52	1	4	HO	HO2M10	9	2	11	2	0	4	0	C	6	18.07	18	top	2	20	10	2	729	101361	196	18	27	891	1	3	379	YB-2_S9	6	3	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	14	-14	51	1	4	HO	HO2M10	9	2	6	2	1	4	1	J	6	18.07	18	top	2	20	10	2	729	101361	195	18	28	892	1	4	379	YB-2_S9	6	4	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	14	-14	50	1	4	HO	HO2M10	9	2	2	2	2	4	2	Q	6	18.07	18	top	2	20	10	2	729	101361	194	18	29	893	1	5	379	YB-2_S9	6	5	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	13	-13	51	1	4	HO	HO2M10	9	2	9	2	4	5	0	K	6	18.06	18	top	3	20	10	2	729	101361	267	18	30	894	1	7	379	YB-2_S9	6	7	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	13	-13	50	1	4	HO	HO2M10	9	2	13	2	5	5	1	R	6	18.06	18	top	3	20	10	2	729	101361	266	18	31	895	1	8	379	YB-2_S9	6	8	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	13	-13	52	1	4	HO	HO2M10	9	2	5	2	3	5	2	D	6	18.06	18	top	3	20	10	2	729	101361	268	18	32	896	1	6	379	YB-2_S9	6	6	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	12	-12	52	1	4	HO	HO2M10	9	2	12	1	0	2	0	E	6	18.05	18	top	4	20	10	2	729	101369	340	18	33	897	1	9	379	YB-2_S9	6	9	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	12	-12	51	1	4	HO	HO2M10	9	2	7	1	1	2	1	L	6	18.05	18	top	4	20	10	2	729	101369	339	18	34	898	1	10	379	YB-2_S9	6	10	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	12	-12	50	1	4	HO	HO2M10	9	2	3	1	2	2	2	S	6	18.05	18	top	4	20	10	2	729	101369	338	18	35	899	1	11	379	YB-2_S9	6	11	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	11	-11	51	1	4	HO	HO2M10	9	2	4	1	4	3	0	M	6	17.08	18	top	5	20	10	2	729	101369	411	18	36	900	1	13	379	YB-2_S9	6	13	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	11	-11	50	1	4	HO	HO2M10	9	2	8	1	5	3	1	T	6	17.08	18	top	5	20	10	2	729	101369	410	18	37	901	1	14	379	YB-2_S9	6	14	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	11	-11	52	1	4	HO	HO2M10	9	2	1	1	3	3	2	F	6	17.08	18	top	5	20	10	2	729	101369	412	18	38	902	1	12	379	YB-2_S9	6	12	-2	S2F04_CR06_HTR18_Slot-t	RPC_YB-2_S9_Fib6_HO_CR06_HTR18_Slot-t	HO_S9_Hn4
-1	15	-15	57	1	4	HO	HO2M10	10	3	15	3	4	7	0	H	13	9.04	2	top	1	10	0	1	730	101345	129	18	24	888	1	1	709	YB-2_S10	6	1	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	15	-15	58	1	4	HO	HO2M10	10	3	14	3	5	7	1	P	13	9.04	2	top	1	10	0	1	730	101345	130	18	25	889	1	2	709	YB-2_S10	6	2	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	15	-15	56	1	4	HO	HO2M10	10	3	16	3	3	7	2	B	13	9.04	2	top	1	10	0	1	730	101345	128	18	26	890	1	0	709	YB-2_S10	6	0	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	14	-14	56	1	4	HO	HO2M10	10	3	11	2	0	4	0	C	13	9.03	2	top	2	10	0	1	730	101343	200	18	27	891	1	3	709	YB-2_S10	6	3	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	14	-14	57	1	4	HO	HO2M10	10	3	6	2	1	4	1	J	13	9.03	2	top	2	10	0	1	730	101343	201	18	28	892	1	4	709	YB-2_S10	6	4	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	14	-14	58	1	4	HO	HO2M10	10	3	2	2	2	4	2	Q	13	9.03	2	top	2	10	0	1	730	101343	202	18	29	893	1	5	709	YB-2_S10	6	5	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	13	-13	57	1	4	HO	HO2M10	10	3	9	2	4	5	0	K	13	9.02	2	top	3	10	0	1	730	101343	273	18	30	894	1	7	709	YB-2_S10	6	7	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	13	-13	58	1	4	HO	HO2M10	10	3	13	2	5	5	1	R	13	9.02	2	top	3	10	0	1	730	101343	274	18	31	895	1	8	709	YB-2_S10	6	8	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	13	-13	56	1	4	HO	HO2M10	10	3	5	2	3	5	2	D	13	9.02	2	top	3	10	0	1	730	101343	272	18	32	896	1	6	709	YB-2_S10	6	6	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	12	-12	56	1	4	HO	HO2M10	10	3	12	1	0	2	0	E	13	9.01	2	top	4	10	0	1	730	101347	344	18	33	897	1	9	709	YB-2_S10	6	9	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
-1	12	-12	57	1	4	HO	HO2M10	10	3	7	1	1	2	1	L	13	9.01	2	top	4	10	0	1	730	101347	345	18	34	898	1	10	709	YB-2_S10	6	10	-2	S2F07_CR13_HTR02_Slot-t	RPC_YB-2_S10_Fib6_HO_CR13_HTR02_Slot-t	HO_S10_Hn1
